"","X.1","X","cement","slag","ash","water","superplastic","coarseagg","fineagg","age","strength"
"83",85491,0.0796116504854369,0.684474885844749,0.263494713411241,0,0.204472843450479,0.354037267080745,0.423837209302325,0.647516307074762,0.00549450549450549,0.51175110952166
"84",86521,0.0805825242718447,0.594977168949772,0.525876460767947,0,0.344249201277955,0.360248447204969,0.417732558139535,0.405920722528851,0.00549450549450549,0.443513915189747
"85",87551,0.0815533980582524,0.506164383561644,0.786867000556483,0,0.495207667731629,0.319875776397516,0.411918604651163,0.165328650275966,0.00549450549450549,0.361158680651233
"86",88581,0.0825242718446602,0.633561643835616,0.420701168614357,0,0.256389776357828,0.493788819875776,0.968895348837209,0.0275965880582037,0.00549450549450549,0.364688190702882
"87",89611,0.083495145631068,0.594977168949772,0.525876460767947,0,0.344249201277955,0.360248447204969,0.417732558139535,0.405920722528851,0.00549450549450549,0.443513915189747
"88",90641,0.0844660194174757,0.420776255707763,0.558987200890373,0,0.182907348242811,0.347826086956522,0.591860465116279,0.526091319618665,0.00549450549450549,0.315275049979774
"89",91671,0.0854368932038835,0.594977168949772,0.525876460767947,0,0.344249201277955,0.360248447204969,0.417732558139535,0.405920722528851,0.00549450549450549,0.443513915189747
"90",92701,0.0864077669902913,0.769406392694064,0.492487479131887,0,0.512779552715655,0.34472049689441,0.243895348837209,0.285750125439037,0.00549450549450549,0.490574049211756
"91",93731,0.087378640776699,0.657305936073059,0.525876460767947,0,0.192492012779553,0.683229813664596,0.417732558139535,0.405920722528851,0.00549450549450549,0.505868592768909
"92",94761,0.0883495145631068,0.594977168949772,0.525876460767947,0,0.344249201277955,0.360248447204969,0.417732558139535,0.405920722528851,0.00549450549450549,0.443513915189747
"93",95791,0.0893203883495146,0.538584474885845,0.525876460767947,0,0.424121405750799,0.295031055900621,0.417732558139535,0.405920722528851,0.00549450549450549,0.311745539928123
"94",96821,0.0902912621359223,0.621004566210046,0.526432943795214,0,0.385782747603834,0.313664596273292,0.363662790697674,0.408178625188159,0.0164835164835165,0.571752780399721
"95",97851,0.0912621359223301,0.482420091324201,0.729549248747913,0,0.428913738019169,0.267080745341615,0.714825581395349,0.0446562970396386,0.0164835164835165,0.531751666481013
"96",98881,0.0922330097087379,0.737442922374429,0.295770728992766,0,0.253194888178914,0.512422360248447,0.148546511627907,0.735323632714501,0.0164835164835165,0.607047880916227
"97",99911,0.0932038834951456,0.737442922374429,0.295770728992766,0,0.236421725239617,0.577639751552795,0.392441860465116,0.526091319618665,0.0164835164835165,0.578811800503022
"98",100941,0.0941747572815534,0.623287671232877,0.260990539788536,0,0.0383386581469648,0.726708074534161,0.148546511627907,1,0.0164835164835165,0.56587026364697
"99",101971,0.0951456310679612,0.851598173515982,0.330550918196995,0,0.473642172523962,0.27639751552795,0.148546511627907,0.470396387355745,0.0164835164835165,0.682344095351442
"100",103001,0.0961165048543689,0.837899543378995,0.326099053978854,0,0.12779552715655,1,0.148546511627907,0.618414450577019,0.0164835164835165,0.67410857189759
"101",104031,0.0970873786407767,0.737442922374429,0.295770728992766,0,0.253194888178914,0.512422360248447,0.148546511627907,0.735323632714501,0.0164835164835165,0.607047880916227
"102",105061,0.0980582524271845,0.654337899543379,0.270172509738453,0,0.288338658146965,0.375776397515528,0.148546511627907,0.83216256899147,0.0164835164835165,0.438807901787546
"103",106091,0.0990291262135922,0.98013698630137,0,0,0.159744408945687,0.875776397515528,0.148546511627907,0.751881585549423,0.0164835164835165,0.579988303853573
"104",107121,0.1,0.737442922374429,0.295770728992766,0,0.253194888178914,0.512422360248447,0.148546511627907,0.735323632714501,0.0164835164835165,0.607047880916227
"105",108151,0.100970873786408,0.494977168949772,0.591263216471898,0,0.270766773162939,0.444099378881988,0.148546511627907,0.718514801806322,0.0164835164835165,0.421160351529293
"106",109181,0.101941747572816,0.684474885844749,0.263494713411241,0,0.204472843450479,0.354037267080745,0.423837209302325,0.647516307074762,0.0164835164835165,0.664696545093188
"107",110211,0.102912621359223,0.594977168949772,0.525876460767947,0,0.344249201277955,0.360248447204969,0.417732558139535,0.405920722528851,0.0164835164835165,0.685873605403092
"108",111241,0.103883495145631,0.506164383561644,0.786867000556483,0,0.495207667731629,0.319875776397516,0.411918604651163,0.165328650275966,0.0164835164835165,0.614106901019529
"109",112271,0.104854368932039,0.633561643835616,0.420701168614357,0,0.256389776357828,0.493788819875776,0.968895348837209,0.0275965880582037,0.0164835164835165,0.582341310554673
"110",113301,0.105825242718447,0.594977168949772,0.525876460767947,0,0.344249201277955,0.360248447204969,0.417732558139535,0.405920722528851,0.0164835164835165,0.685873605403092
"111",114331,0.106796116504854,0.420776255707763,0.558987200890373,0,0.182907348242811,0.347826086956522,0.591860465116279,0.526091319618665,0.0164835164835165,0.475279505654603
"112",115361,0.107766990291262,0.594977168949772,0.525876460767947,0,0.344249201277955,0.360248447204969,0.417732558139535,0.405920722528851,0.0164835164835165,0.685873605403092
"113",116391,0.10873786407767,0.769406392694064,0.492487479131887,0,0.512779552715655,0.34472049689441,0.243895348837209,0.285750125439037,0.0164835164835165,0.688226612104193
"114",117421,0.109708737864078,0.657305936073059,0.525876460767947,0,0.192492012779553,0.683229813664596,0.417732558139535,0.405920722528851,0.0164835164835165,0.723404062285644
"115",118451,0.110679611650485,0.594977168949772,0.525876460767947,0,0.344249201277955,0.360248447204969,0.417732558139535,0.405920722528851,0.0164835164835165,0.29762749972152
"116",119481,0.111650485436893,0.538584474885845,0.525876460767947,0,0.424121405750799,0.295031055900621,0.417732558139535,0.405920722528851,0.0164835164835165,0.441160908488647
"117",120511,0.112621359223301,0.621004566210046,0.526432943795214,0,0.385782747603834,0.313664596273292,0.363662790697674,0.408178625188159,0.0741758241758242,0.746934129296648
"118",121541,0.113592233009709,0.482420091324201,0.729549248747913,0,0.428913738019169,0.267080745341615,0.714825581395349,0.0446562970396386,0.0741758241758242,0.73175723607455
"119",122571,0.114563106796117,0.737442922374429,0.295770728992766,0,0.253194888178914,0.512422360248447,0.148546511627907,0.735323632714501,0.0741758241758242,0.737522102492247
"120",123601,0.115533980582524,0.737442922374429,0.295770728992766,0,0.236421725239617,0.577639751552795,0.392441860465116,0.526091319618665,0.0741758241758242,0.755287303085555
"121",124631,0.116504854368932,0.623287671232877,0.260990539788536,0,0.0383386581469648,0.726708074534161,0.148546511627907,1,0.0741758241758242,0.695285632207494
"122",125661,0.11747572815534,0.851598173515982,0.330550918196995,0,0.473642172523962,0.27639751552795,0.148546511627907,0.470396387355745,0.0741758241758242,0.831760020871319
"123",126691,0.118446601941748,0.837899543378995,0.326099053978854,0,0.12779552715655,1,0.148546511627907,0.618414450577019,0.0741758241758242,0.815288973963616
"124",127721,0.119417475728155,0.737442922374429,0.295770728992766,0,0.253194888178914,0.512422360248447,0.148546511627907,0.735323632714501,0.0741758241758242,0.737522102492247
"125",128751,0.120388349514563,0.654337899543379,0.270172509738453,0,0.288338658146965,0.375776397515528,0.148546511627907,0.83216256899147,0.0741758241758242,0.624695431174481
"126",129781,0.121359223300971,0.98013698630137,0,0,0.159744408945687,0.875776397515528,0.148546511627907,0.751881585549423,0.0741758241758242,0.691756122155843
"127",130811,0.122330097087379,0.737442922374429,0.295770728992766,0,0.253194888178914,0.512422360248447,0.148546511627907,0.735323632714501,0.0741758241758242,0.737522102492247
"128",131841,0.123300970873786,0.494977168949772,0.591263216471898,0,0.270766773162939,0.444099378881988,0.148546511627907,0.718514801806322,0.0741758241758242,0.681167592000891
"129",132871,0.124271844660194,0.684474885844749,0.263494713411241,0,0.204472843450479,0.354037267080745,0.423837209302325,0.647516307074762,0.0741758241758242,0.83411302757242
"130",133901,0.125242718446602,0.594977168949772,0.525876460767947,0,0.344249201277955,0.360248447204969,0.417732558139535,0.405920722528851,0.0741758241758242,0.867055121387825
"131",134931,0.12621359223301,0.506164383561644,0.786867000556483,0,0.495207667731629,0.319875776397516,0.411918604651163,0.165328650275966,0.0741758241758242,0.907056235306533
"132",135961,0.127184466019417,0.633561643835616,0.420701168614357,0,0.256389776357828,0.493788819875776,0.968895348837209,0.0275965880582037,0.0741758241758242,0.642342981432734
"133",136991,0.128155339805825,0.594977168949772,0.525876460767947,0,0.344249201277955,0.360248447204969,0.417732558139535,0.405920722528851,0.0741758241758242,0.867055121387825
"134",138021,0.129126213592233,0.420776255707763,0.558987200890373,0,0.182907348242811,0.347826086956522,0.591860465116279,0.526091319618665,0.0741758241758242,0.824701000768018
"135",139051,0.130097087378641,0.594977168949772,0.525876460767947,0,0.344249201277955,0.360248447204969,0.417732558139535,0.405920722528851,0.0741758241758242,0.867055121387825
"136",140081,0.131067961165049,0.769406392694064,0.492487479131887,0,0.512779552715655,0.34472049689441,0.243895348837209,0.285750125439037,0.0741758241758242,0.804700443808664
"137",141111,0.132038834951456,0.657305936073059,0.525876460767947,0,0.192492012779553,0.683229813664596,0.417732558139535,0.405920722528851,0.0741758241758242,0.904703228605433
"138",142141,0.133009708737864,0.594977168949772,0.525876460767947,0,0.344249201277955,0.360248447204969,0.417732558139535,0.405920722528851,0.0741758241758242,0.867055121387825
"139",143171,0.133980582524272,0.538584474885845,0.525876460767947,0,0.424121405750799,0.295031055900621,0.417732558139535,0.405920722528851,0.0741758241758242,0.615283404370079
"140",144201,0.13495145631068,0.621004566210046,0.526432943795214,0,0.385782747603834,0.313664596273292,0.363662790697674,0.408178625188159,0.151098901098901,0.774111356694358
"141",145231,0.135922330097087,0.482420091324201,0.729549248747913,0,0.428913738019169,0.267080745341615,0.714825581395349,0.0446562970396386,0.151098901098901,0.791758906952612
"142",146261,0.136893203883495,0.737442922374429,0.295770728992766,0,0.253194888178914,0.512422360248447,0.148546511627907,0.735323632714501,0.151098901098901,0.78469988684931
"143",147291,0.137864077669903,0.737442922374429,0.295770728992766,0,0.236421725239617,0.577639751552795,0.392441860465116,0.526091319618665,0.151098901098901,0.791758906952612
"144",148321,0.138834951456311,0.623287671232877,0.260990539788536,0,0.0383386581469648,0.726708074534161,0.148546511627907,1,0.151098901098901,0.736463249476751
"145",149351,0.139805825242718,0.851598173515982,0.330550918196995,0,0.473642172523962,0.27639751552795,0.148546511627907,0.470396387355745,0.151098901098901,0.878820154893328
"146",150381,0.140776699029126,0.837899543378995,0.326099053978854,0,0.12779552715655,1,0.148546511627907,0.618414450577019,0.151098901098901,0.843525054376821
"147",151411,0.141747572815534,0.737442922374429,0.295770728992766,0,0.253194888178914,0.512422360248447,0.148546511627907,0.735323632714501,0.151098901098901,0.78469988684931
"148",152441,0.142718446601942,0.654337899543379,0.270172509738453,0,0.288338658146965,0.375776397515528,0.148546511627907,0.83216256899147,0.151098901098901,0.67763808194924
"149",153471,0.14368932038835,0.98013698630137,0,0,0.159744408945687,0.875776397515528,0.148546511627907,0.751881585549423,0.151098901098901,0.719992202569048
"150",154501,0.144660194174757,0.737442922374429,0.295770728992766,0,0.253194888178914,0.512422360248447,0.148546511627907,0.735323632714501,0.151098901098901,0.78469988684931
"151",155531,0.145631067961165,0.494977168949772,0.591263216471898,0,0.270766773162939,0.444099378881988,0.148546511627907,0.718514801806322,0.151098901098901,0.805876947159214
"152",156561,0.146601941747573,0.684474885844749,0.263494713411241,0,0.204472843450479,0.354037267080745,0.423837209302325,0.647516307074762,0.151098901098901,0.895291201801031
"153",157591,0.147572815533981,0.594977168949772,0.525876460767947,0,0.344249201277955,0.360248447204969,0.417732558139535,0.405920722528851,0.151098901098901,0.937645322420838
"154",158621,0.148543689320388,0.506164383561644,0.786867000556483,0,0.495207667731629,0.319875776397516,0.411918604651163,0.165328650275966,0.151098901098901,0.971763919586795
"155",159651,0.149514563106796,0.633561643835616,0.420701168614357,0,0.256389776357828,0.493788819875776,0.968895348837209,0.0275965880582037,0.151098901098901,0.67410857189759
"156",160681,0.150485436893204,0.594977168949772,0.525876460767947,0,0.344249201277955,0.360248447204969,0.417732558139535,0.405920722528851,0.151098901098901,0.937645322420838
"157",161711,0.151456310679612,0.420776255707763,0.558987200890373,0,0.182907348242811,0.347826086956522,0.591860465116279,0.526091319618665,0.151098901098901,0.886938028012124
"158",162741,0.152427184466019,0.594977168949772,0.525876460767947,0,0.344249201277955,0.360248447204969,0.417732558139535,0.405920722528851,0.151098901098901,0.937645322420838
"159",163771,0.153398058252427,0.769406392694064,0.492487479131887,0,0.512779552715655,0.34472049689441,0.243895348837209,0.285750125439037,0.151098901098901,0.871761134790026
"160",164801,0.154368932038835,0.657305936073059,0.525876460767947,0,0.192492012779553,0.683229813664596,0.417732558139535,0.405920722528851,0.151098901098901,0.962351892782393
"161",165831,0.155339805825243,0.594977168949772,0.525876460767947,0,0.344249201277955,0.360248447204969,0.417732558139535,0.405920722528851,0.151098901098901,0.937645322420838
"162",166861,0.15631067961165,0.538584474885845,0.525876460767947,0,0.424121405750799,0.295031055900621,0.417732558139535,0.405920722528851,0.151098901098901,0.732816089090045
"163",167891,0.157281553398058,0.621004566210046,0.526432943795214,0,0.385782747603834,0.313664596273292,0.363662790697674,0.408178625188159,0.247252747252747,0.791758906952612
"164",168921,0.158252427184466,0.482420091324201,0.729549248747913,0,0.428913738019169,0.267080745341615,0.714825581395349,0.0446562970396386,0.247252747252747,0.811759463911965
"165",169951,0.159223300970874,0.737442922374429,0.295770728992766,0,0.253194888178914,0.512422360248447,0.148546511627907,0.735323632714501,0.247252747252747,0.795288417004263
"166",170981,0.160194174757282,0.737442922374429,0.295770728992766,0,0.236421725239617,0.577639751552795,0.392441860465116,0.526091319618665,0.247252747252747,0.812935967262515
"167",172011,0.161165048543689,0.623287671232877,0.260990539788536,0,0.0383386581469648,0.726708074534161,0.148546511627907,1,0.247252747252747,0.763522826539407
"168",173041,0.162135922330097,0.851598173515982,0.330550918196995,0,0.473642172523962,0.27639751552795,0.148546511627907,0.470396387355745,0.247252747252747,0.901056068218727
"169",174071,0.163106796116505,0.837899543378995,0.326099053978854,0,0.12779552715655,1,0.148546511627907,0.618414450577019,0.247252747252747,0.859996101284525
"170",175101,0.164077669902913,0.737442922374429,0.295770728992766,0,0.253194888178914,0.512422360248447,0.148546511627907,0.735323632714501,0.247252747252747,0.795288417004263
"171",176131,0.16504854368932,0.654337899543379,0.270172509738453,0,0.288338658146965,0.375776397515528,0.148546511627907,0.83216256899147,0.247252747252747,0.705874162362445
"172",177161,0.166019417475728,0.98013698630137,0,0,0.159744408945687,0.875776397515528,0.148546511627907,0.751881585549423,0.247252747252747,0.72469821597125
"173",178191,0.166990291262136,0.737442922374429,0.295770728992766,0,0.253194888178914,0.512422360248447,0.148546511627907,0.735323632714501,0.247252747252747,0.795288417004263
"174",179221,0.167961165048544,0.494977168949772,0.591263216471898,0,0.270766773162939,0.444099378881988,0.148546511627907,0.718514801806322,0.247252747252747,0.829407014170218
"175",180251,0.168932038834951,0.684474885844749,0.263494713411241,0,0.204472843450479,0.354037267080745,0.423837209302325,0.647516307074762,0.247252747252747,0.916468262110935
"176",181281,0.169902912621359,0.594977168949772,0.525876460767947,0,0.344249201277955,0.360248447204969,0.417732558139535,0.405920722528851,0.247252747252747,0.961175389431843
"177",182311,0.170873786407767,0.633561643835616,0.420701168614357,0,0.256389776357828,0.493788819875776,0.968895348837209,0.0275965880582037,0.247252747252747,0.692932625506393
"178",183341,0.171844660194175,0.594977168949772,0.525876460767947,0,0.344249201277955,0.360248447204969,0.417732558139535,0.405920722528851,0.247252747252747,0.961175389431843
"179",184371,0.172815533980583,0.420776255707763,0.558987200890373,0,0.182907348242811,0.347826086956522,0.591860465116279,0.526091319618665,0.247252747252747,0.931762805668087
"180",185401,0.17378640776699,0.594977168949772,0.525876460767947,0,0.344249201277955,0.360248447204969,0.417732558139535,0.405920722528851,0.247252747252747,0.961175389431843
"181",186431,0.174757281553398,0.769406392694064,0.492487479131887,0,0.512779552715655,0.34472049689441,0.243895348837209,0.285750125439037,0.247252747252747,0.89058518839883
"182",187461,0.175728155339806,0.657305936073059,0.525876460767947,0,0.192492012779553,0.683229813664596,0.417732558139535,0.405920722528851,0.247252747252747,1
